67405686,,,,358152,1,,,,47.326679,-122.219072,,98002,,,3,,,,Auburn,,,,,,,,2234 I St NE
,,,,,,,,,,,,98002,,,2,,,,Auburn,,,,,,,,634 L Pl. SE
48841413,,,,323759,1,1,,,47.283053,-122.216575,,98002,,,3,,,,Auburn,,,,,1,,,905 29TH St. SE
48718408,,,1,83046,,,,,47.33733,-122.217963,,98002,,,2,,,,Auburn,,,,,,,,1902 A St. SE
48718408,,,1,83046,,,,,47.33733,-122.217963,,98002,,,2,,,,Auburn,,,,,,,,1902 A St. SE
48718408,,,1,83046,,,,,47.33733,-122.217963,,98002,,,3,,,,Auburn,,,,,,,,1902 A St. SE
,,,1,,1,,,,,,,98092,,,2,,,,Auburn,,,,,,,,3611 Auburn Way S.
2103589999,,,1,None,1,,,,47.28775,-122.1801,,98092,,,1,,,,Auburn,,,,,,,1,3605 Auburn Way S.
,,,1,,1,1,,,,,,98002,,,2,,,,Auburn,,,,,,,,245 15th St. SE
58385271,,,,361671,,1,,,47.323896,-122.184523,,98092,,,5,,,,Auburn,,,,,,,,31014 117th Pl SE
49032579,,,,174266,1,1,,,47.305379,-122.21383,,98002,,,2,,,,Auburn,,,,,,,1,229 M St SE
48720275,,,1,252700,,,,,47.339604,-122.280611,,98001,,,5,,,,Auburn,,,,,,,,29135 43rd Ave S
48948743,,,1,528300,,1,,,47.327258,-122.22024,,98002,,,2,,,,Auburn,,,,,,,,2247 I St NW
,,,1,,,,,,,,,98001,,,3,,,,Auburn,,,,,,,,349th
49016051,,,,187695,,1,,,47.301116,-122.217593,,98002,,,3,,,,Auburn,,,,,,,1,901 8th St SE
,,1,1,,1,,,,,,,98002,,,0,,1,,Auburn,,,,,,,,12 'B' Street NE
,,1,1,,1,,,,,,,98002,,,0,,1,,Auburn,,,,,,,,12 'B' Street NE
,,1,1,,1,,,,,,,98002,,,1,,1,,Auburn,,,,,,,,12 'B' Street NE
,,1,1,,1,,,,,,,98002,,,1,,1,,Auburn,,,,,,,,12 B Street NE
,,,,,1,,,,,,,98002,,,2,,1,,Auburn,,,,,,,,950 14th St NE
,,,,,1,,,,,,,98002,,,3,,1,,Auburn,,,,,,,,950 14th St NE
,,,,,,1,,,,,,98001,,,6,,,,Auburn,,,,,,,,11219 S.e. 316th Place
49113182,,,1,288715,,1,,,47.316648,-122.253185,,98001,,,4,,,,Auburn,,,,,,,,906 R Street NW
48720746,,,,208987,,1,,,47.330905,-122.284491,,98001,,,3,,,,Auburn,,,,,,,1,3819 South 302nd Street
48907487,,,1,204247,,,,,47.34558,-122.275372,,98001,,,3,,,,Auburn,,,,,,,,4613 S 285th Pl.
,,,,,,1,,,,,,98002,,,2,,,,Auburn,,,,,,,,220 Ellingson Drive
48841406,,,1,439152,,,,,47.275174,-122.218939,,98002,,,2,,,,Auburn,,,,,,,,712 37th St. SE
,,,,,,,,,,,,98002,,,2,,,,Auburn,,,,,,,,1301 31st St SE
,,,,,,,,,,,,98002,,,2,,,,Auburn,,,,,,,,1501 21st SE
49052053,,,,227943,,1,,,47.331465,-122.275974,,98001,,,3,,,,Auburn,,,,,,,,30036 46th Ave S
48890110,,,,262943,,,,,47.265438,-122.285907,,98001,,,4,,,,Auburn,,,,,,,,37433 38th Ave South
,,,1,,1,,,,,,,98002,,,5,,,,Auburn,,,,,,,,1111 4th St. NE
48841405,,,,434761,,,,,47.27545,-122.218939,,98002,,,2,,,,Auburn,,,,,,,,716 37th St SE
48937967,,,1,221675,,1,,,47.317747,-122.211109,,98002,,,4,,,,Auburn,,,,,,,,1031 Pike St NE
48841406,,,1,439152,,,,,47.275174,-122.218939,,98002,,,2,,,,Auburn,,,,,,,,712 37th St. SE
49031599,,,,411852,,1,,,47.274471,-122.221988,,98002,,,2,,,,Auburn,,,,,,,,3826 D Place SE
,,,1,,,1,,,,,,98092,,,4,,,,Auburn,,,,,,,1,2431 Popular St. SE
48975199,,,1,392866,,,,,47.309107,-122.190025,,98092,,,2,,,,Auburn,,,,,,,,11311 SE 326th Pl.
,,,,,,1,,,,,,98092,,,5,,,,Auburn,,,,,,,,1763 S. 53rd St
2117898276,,,1,200196,1,1,,,47.326202,-122.208743,,98002,,,2,,,,Auburn,,1,,,,,,1605 22nd St NE
48834165,,,1,509241,1,1,,,47.329078,-122.212137,,98002,,,3,,,,Auburn,,1,,,,,,2422 N Street NE
,,,1,,,,,,,,,98002,,,6,,,,Auburn,,,,,,,1,1111 4th St. NE
49097689,,,1,290782,1,,,,47.294547,-122.216345,,98002,,,4,,,,Auburn,,1,,,,,,1510 J St SE
80121365,,,,256796,,,,,47.320171,-122.200081,,98092,,,3,,,,Auburn,,,,,,,,31420 106th Pl SE
80121365,,,,256796,,,,,47.320171,-122.200081,,98092,,,2,,,,Auburn,,,,,,,,31420 106th Pl SE
80121365,,,,256796,,,,,47.320171,-122.200081,,98092,,,3,,,,Auburn,,,,,,,,31420 106th Pl SE
49309291,,,1,271146,,1,,,47.252982,-122.206696,,98092,,,4,,,,Auburn,,,,,,,,1807 62nd Ct. SE
48931278,,,1,149149,,,,,47.316563,-122.182663,,98092,,,3,,,,Auburn,,,,,,,1,11823 SE 318th Pl
2118257176,,,,437596,,,,,47.289518,-122.110675,,98092,,,5,,,,Auburn,,,,,,,,11615 SE 319th Court
48720609,,,1,282346,,,,,47.336056,-122.281619,,98001,,,6,,,,Auburn,,,,,,,,29630 41st Pl. S
80121365,,,,256796,,,,,47.320171,-122.200081,,98092,,,2,,,,Auburn,,,,,,,,31420 106th Pl SE
60972652,,,,174555,,,,,47.277939,-122.213668,,98002,,,3,,,,Auburn,,,,,,,,3411 M Pl SE Unit B
68478207,,,,184433,,,,,47.306522,-122.209201,,98002,,,3,,,,Auburn,,,,,,,,301 Pike St SE #101
48834128,,,1,265754,,1,,,47.328043,-122.214389,,98002,,,3,,,,Auburn,,,,,,,1,2313 M Street NE
48931342,,,,193462,,1,,,47.317422,-122.184053,,98092,,1,3,,,,Auburn,,,,,,,1,31711 118th Pl. SE
49034127,,,1,297152,,1,,,47.284599,-122.200299,,98002,,,4,,,,Auburn,,,,,,,,2207 28th Ct SE
80121365,,,,256796,,,,,47.320171,-122.200081,,98092,,,3,,,,Auburn,,,,,,,,31420 106th Pl SE
48834179,,,1,442318,1,,,,47.327567,-122.212134,,98002,,,2,,1,,Auburn,,,,,,,,2301 O St. NE
48750931,,,,373755,1,,,,47.30533,-122.205859,,98002,,,2,,,,Auburn,,,,,,,1,303 T Street SE
48967090,,,,229597,,,,,47.321301,-122.288304,,98001,,,3,,,,Auburn,,,,,,,,3515 So 312 Place
63339666,TRUE,,1,284410,,,,,47.335433,-122.171895,,98092,,,4,1,,1,Auburn,TRUE,,,,,,,12702 SE 297th Ct
48956998,,,1,282224,,,,,47.290657,-122.225612,,98002,,,3,,,,Auburn,,,,,,,,219 21st Pl. SE
48834151,,1,1,238180,,1,,,47.328358,-122.213401,,98002,,,2,,,,Auburn,,,,,,,,2402 NE St.
,,,,,,,,,,,,98002,,,3,,,,Auburn,,,,,,,,10209 SE 330th St.
54829517,,,,304550,,1,,,47.319027,-122.188123,,98092,,,5,,,,Auburn,,,,,,1,,31580 115th Ave SE
,,,1,,,,,,,,,98002,,,5,,,,Auburn,,,,,,,1,1111 4th St. NE
84760639,,,,257283,,,,,47.351936,-122.213432,,98002,,,3,,,,Auburn,,,,,,,,1317 50th St NE
48841404,,,,434339,,1,,,47.275373,-122.219479,,98002,,,2,,,,Auburn,,,,,,,,702 37th Street SE
54829517,,,,304550,,1,,,47.319027,-122.188123,,98092,,,4,,,,Auburn,,,,,,1,,31580 115th Ave SE
,,,1,,,,,,,,,98092,,,5,,,,Auburn,,,,,,,,299th Place
49018528,,,1,190595,1,,,,47.283885,-122.21112,,98002,,,3,,,,Auburn,,1,,,,,,1308 28th St. SE
84755353,,,,115470,1,1,,,47.27505,-122.221713,,98002,,,2,,,,Auburn,,,,,,,1,514 37t St SE
99344049,,,,211201,,1,,,47.252119,-122.227787,,98092,,,3,,,,Auburn,,,,,,,,118 61st Pl Se.
,,,1,,1,1,,,,,,98002,,,2,,,,Auburn,,,,,,,1,245 15th St SE
63335073,,,,149368,,1,,,47.283418,-122.223188,,98002,,,2,,,,Auburn,,,,,,,,2818 D Place SE
53469954,TRUE,,1,295967,,1,,,47.318257,-122.188912,,98092,,,5,1,,,Auburn,TRUE,,,,,,,31613 115th Ave SE
63334340,,,1,124259,,,,,47.328527,-122.224886,,98002,,,2,,,,Auburn,,,,,,,,3402 I St NE
80116230,,,1,142573,,,,,47.320657,-122.199949,,98092,,,3,,,,Auburn,,,,,,,1,31510 SE 106th Pl
48760353,,,,193074,,1,,,47.31105,-122.212967,,98002,,,3,,,,Auburn,,,,,,,1,308 M St. NE
48765655,,,1,333118,1,,,,47.27797,-122.22541,,98002,,,3,,,,Auburn,,1,,,,,,3405 C Court SE
48899332,,,,251380,,,,,47.343813,-122.287239,,98001,,,3,,,,Auburn,,,,,,,,28554 36th Ave S
62944083,,,,304065,,,,,47.335792,-122.265127,,98001,,,4,,,,Auburn,,,,,,,,5506 s 296th pl
48720776,,,1,238574,1,,,,47.331067,-122.281812,,98001,,,3,,,,Auburn,,,,,,,,30208 41st Ave South
2118588150,,,1,None,,,,,47.325557,-122.177772,,98092,,,2,,,,Auburn,,,,,,,,30819 124th Ave SE
2118588150,,,1,None,,,,,47.325557,-122.177772,,98092,,,3,,,,Auburn,,,,,,,,30819 124th Ave SE
2118588150,,,1,None,,,,,47.325557,-122.177772,,98092,,,4,,,,Auburn,,,,,,,,30819 124th Ave SE
48720972,,,,220739,,,,,47.27573,-122.153135,,98092,,,3,,,,Auburn,,,,,,,,5706 37th St SE
48960974,,,,255309,,,,,47.292222,-122.22475,,98002,,,2,,,,Auburn,,,,,,,,1814 C Street SE
48734741,,,1,193323,,,,,47.287643,-122.219459,,98002,,,3,,,,Auburn,,,,,,,1,706 23rd St SE
,,,1,,1,,,,,,,98002,,,2,,1,1,Auburn,,1,,,,,1,102 10th Street NE
48814299,,,,193135,1,,,,47.292753,-122.189488,,98092,,,3,,,,Auburn,,,,,,,,2935 18th St. S.e.
48665064,,,1,93272,1,1,,,47.277233,-122.214132,,98002,,,3,,,,Auburn,,,,,,,,802 37th St. S
2112503203,,,,214408,,,,,47.277889,-122.213729,,98002,,,3,,,,Auburn,,,,,,,,3409 M Place SE
63334381,,1,1,167919,1,1,,,47.277233,-122.214132,,98002,,,2,,,,Auburn,,,,,,,1,1101 37th Street SE
48905347,,,1,166585,,,,,47.305691,-122.236463,,98001,,,3,,,,Auburn,,,,,,,,212 F Street SW
48960948,,,1,247029,,1,,,47.293106,-122.22618,,98002,,,2,,,,Auburn,,,,,,,1,1715 C St SE
49031601,,,,412197,,,,,47.274314,-122.22154,,98002,,,2,,,,Auburn,,,,,,,1,3834 D Pl. SE
49031602,,,,415414,,,,,47.274037,-122.221497,,98002,,,2,,,,Auburn,,,,,,,1,3838 D Pl. SE
48960974,,,,255309,,,,,47.292222,-122.22475,,98002,,,2,,,,Auburn,,,,,,,,1814 C Street SE
48948774,,,,397110,,,,,47.326615,-122.219089,,98002,,,2,,,,Auburn,,,,,,,,901 22nd St NE
,,,1,,1,1,,,,,,98002,,,2,,,,Auburn,,,,,,,,245 15th St. SE
,,,1,,1,1,,,,,,98002,,,2,,,,Auburn,,,,,,,,245 15th St. SE
,,,1,,1,1,,,,,,98002,,,2,,,,Auburn,,,,,,,,245 15th St. SE
67697475,,,1,305218,,1,,,47.338026,-122.173864,,98092,,,3,,1,1,Auburn,,,,,1,,,12570 SE 295th St
2123037515,,,,298516,,1,,,47.263449,-122.223617,,98092,,,5,,,,Auburn,,,,,,,,436 50th St. SE
112896994,,,1,None,1,1,,,47.304737,-122.21099,,98002,,,2,,,,Auburn,,,,,,,,1330 3rd.St. SE
,,,1,,,1,,,,,,98002,,,2,,,,Auburn,,,,,,,,938 28th St. NE
48948746,,,1,None,,,,,47.32819,-122.22025,,98002,,,2,,,,Auburn,,,,,,,,802 24th st ne
2137319859,,,1,305479,,,,,47.2632,-122.2166,,98092,,,4,,,,Auburn,,,,,,,,424 51st St SE
48890652,,,,161809,,1,,,47.289212,-122.270648,,98001,,,3,,,,Auburn,,,,,,,1,34818 S Military Rd
,,1,,,1,,,,,,,98092,,,3,,,,Auburn,,,,,,,1,222 Hawthorne Ave
,,,,,,,,,,,,98002,,,3,,,,Auburn,,,,,,,,32646 56th Ave S
54279130,,,1,329252,,1,,,47.333871,-122.173505,,98092,,,5,,,,Auburn,,,,,,,,12538 SE 299th Pl.
,,,,,,,,,,,,98002,,,3,,,,Auburn,,,,,,,1,2435 Poplar St. Se.
2136575978,,,,740228,,1,,,47.293755,-122.226136,,98002,,,3,,,,Auburn,,,,,,,1,221 17th St. Se.
48948759,,,,471043,1,,,,47.329415,-122.219125,,98002,,,2,,,,Auburn,,,,,,,,2502 I Street
48948759,,,,471043,1,,,,47.329415,-122.219125,,98002,,,2,,,,Auburn,,,,,,,,2502 I Street
48948759,,,,471043,1,,,,47.329415,-122.219125,,98002,,,2,,,,Auburn,,,,,,,,2502 I Street
48948760,,,,457748,1,,,,47.329416,-122.218661,,98002,,,2,,,,Auburn,,,,,,,,2510 I Street
48948760,,,,457748,1,,,,47.329416,-122.218661,,98002,,,2,,,,Auburn,,,,,,,,2510 I Street
48948760,,,,457748,1,,,,47.329416,-122.218661,,98002,,,2,,,,Auburn,,,,,,,,2510 I Street
48948750,,,,481901,1,,,,47.329193,-122.220282,,98002,,,2,,,,Auburn,,,,,,,,2451 I Street
48948750,,,,481901,1,,,,47.329193,-122.220282,,98002,,,2,,,,Auburn,,,,,,,,2451 I Street
48948750,,,,481901,1,,,,47.329193,-122.220282,,98002,,,2,,,,Auburn,,,,,,,,2451 I Street
48834174,,,,463398,,,,,47.327589,-122.211146,,98002,,,3,,,,Auburn,,,,,,,1,2220 O Street, NE
48834174,,,,463398,,,,,47.327589,-122.211146,,98002,,,2,,,,Auburn,,,,,,,1,2220 O Street, NE
48834174,,,,463398,,,,,47.327589,-122.211146,,98002,,,2,,,,Auburn,,,,,,,1,2220 O Street, NE
48834174,,,1,463398,,,,,47.327589,-122.211146,,98002,,,3,,,,Auburn,,,,,,,1,2220 O Street, NE
48834163,,,,466238,,,,,47.328606,-122.211819,,98002,,,3,,,,Auburn,,,,,,,1,2414 N Street, NE
48834163,,,,466238,,,,,47.328606,-122.211819,,98002,,,3,,,,Auburn,,,,,,,1,2414 N Street, NE
48834163,,,,466238,,,,,47.328606,-122.211819,,98002,,,3,,,,Auburn,,,,,,,,2414 N Street, NE
48834163,,,,466238,,,,,47.328606,-122.211819,,98002,,,3,,,,Auburn,,,,,,,1,2414 N Street, NE
84757223,,,1,384237,,,,,47.258945,-122.258483,,98047,,,3,,,,Auburn,,,,,,,,586 Beaver Blvd.
48862511,,,,257981,,1,,,47.310468,-122.190876,,98092,,,4,,,,Auburn,,,,,,,,11234 SE 325th Court
,,,1,,,,1,,,,,98002,,,2,,,,Auburn,,,,,,,1,225 10th Pl SE
,,,1,,,1,,,,,,98002,,,2,,,,Auburn,,1,,,,,,221 D St SE
,,,1,,,,,,,,,98002,,,2,,,,Auburn,,,,,,,,2247 I Street NE #2
48795814,,,1,418789,,,,,47.295645,-122.21386,,98002,,,2,,,,Auburn,,,,,,,,1309 M St SE
49031604,,,1,415859,,,,,47.273921,-122.222077,,98002,,,2,,,,Auburn,,,,,,,,3846 D Pl SE
48689842,,,,477633,,,,,47.282531,-122.208319,,98002,,,2,,,,Auburn,,,,,,,,1540 29th St SE
,,,1,,,,,,,,,98002,,,2,,,,Auburn,,,,,,,1,1301 31st St. SE
,,,1,,,,,,,,,98002,,,2,,,,Auburn,,,,,,,,150 121st St. SE
,,,1,,,,,,,,,98002,,,2,,,,Auburn,,,,,,,,150 121st St. SE
48907535,,,1,229926,,,,,47.344755,-122.275685,,98001,,,2,,,,Auburn,,,,,,,1,28614 46th Ave. S
89208166,,,1,167759,1,,,,47.304239,-122.205815,,98002,,,3,,,,Auburn,,,,,,,,422 V Place SE
48959801,,,1,None,,,,,47.324466,-122.217149,,98002,,,2,,,,Auburn,,,,,,,,1011 18th St. NE
,,,,,,1,,,,,,98002,,,3,,,,Auburn,,,,,,,,1821 C PL SE #A
48858803,,,,328251,,,,,47.296583,-122.161444,,98092,,,5,,,,Auburn,,,,,,,,34012 135th Ave SE
48960982,,,,247994,,1,,,47.293029,-122.224769,,98002,,,2,,,,Auburn,,,,,,,,1718 C. Place SE
48981202,,,,236628,,,,,47.326848,-122.274527,,98001,,,3,,,,Auburn,,,,,,,,30715 48th Ave. S
48834165,,,,509241,,,,,47.329078,-122.212137,,98002,,,3,,,,Auburn,,,,,,,,2422 N St. NE
60876444,,,,386166,,,,,47.31513,-122.270595,,98001,,,5,,,,Auburn,,,,,,,,31933 52nd Ave S
49031863,,,1,228143,,,,,47.305984,-122.224376,,98002,,,4,,,,Auburn,,,,,,,,125 D St SE
48948774,,,,397110,,,,,47.326615,-122.219089,,98002,,,2,,,,Auburn,,,,,,,,901 22nd St Ne
,,,,,1,,,,,,,98092,,,4,,,,Auburn,,,,,,,,121st Ave SE
